collection_no	occurrences.genus_reso	occurrences.genus_name	original.genus_reso	original.genus_name	collections.reference_no	collections.country	collections.state	collections.county	collections.latdec	collections.lngdec	collections.period	collections.10_my_bin	collections.ma_max	collections.ma_min
46465		Hesperosaurus			12389	"United States"	Wyoming	"Big Horn"	44.650000	-107.816667	Jurassic	"Jurassic 5"	155.700	150.800
46465		Allosaurus			12389	"United States"	Wyoming	"Big Horn"	44.650000	-107.816667	Jurassic	"Jurassic 5"	155.700	150.800
46465		Dryosaurus			12389	"United States"	Wyoming	"Big Horn"	44.650000	-107.816667	Jurassic	"Jurassic 5"	155.700	150.800
46465		Othnielosaurus		Othnielia	12389	"United States"	Wyoming	"Big Horn"	44.650000	-107.816667	Jurassic	"Jurassic 5"	155.700	150.800
46465	cf.	Barosaurus			12389	"United States"	Wyoming	"Big Horn"	44.650000	-107.816667	Jurassic	"Jurassic 5"	155.700	150.800
46468		Stegosaurus			14707	"United States"	Wyoming	"Big Horn"	44.535556	-107.779167	Jurassic	"Jurassic 5"	155.700	150.800
46468		Allosaurus			14707	"United States"	Wyoming	"Big Horn"	44.535556	-107.779167	Jurassic	"Jurassic 5"	155.700	150.800
46468		Diplodocus			14707	"United States"	Wyoming	"Big Horn"	44.535556	-107.779167	Jurassic	"Jurassic 5"	155.700	150.800
46468		Camptosaurus			14707	"United States"	Wyoming	"Big Horn"	44.535556	-107.779167	Jurassic	"Jurassic 5"	155.700	150.800
46469		Diplodocus			12389	"United States"	Wyoming	"Big Horn"	44.535556	-107.779167	Jurassic	"Jurassic 5"	155.700	150.800
46547		Ferganocephale			12416	Kyrgyzstan	Jalalabad		41.326111	72.112222	Jurassic	"Jurassic 5"	164.700	161.200
46549		Ferganocephale			12416	Kyrgyzstan			41.31684	72.23825	Jurassic	"Jurassic 5"	164.700	161.200
46550	"n. gen."	Condorraptor			12418	Argentina	Chubut		-43.419845	-69.192971	Jurassic	"Jurassic 5"	164.700	161.200
46550		Patagosaurus			12418	Argentina	Chubut		-43.419845	-69.192971	Jurassic	"Jurassic 5"	164.700	161.200
46555	"n. gen."	Agialopous			9241	"United States"	Wyoming	Fremont	43.025556	-108.808889	Triassic	"Triassic 4"	216.500	199.600
46556	"n. gen."	Dakotasaurus			9241	"United States"	Wyoming	Fremont	42.789444	-108.73	Cretaceous		112.000	93.500
46560		Grallator	cf.	Anchisauripus	12429	"United States"	"New Mexico"	Union	36.8942	-103.3509	Triassic	"Triassic 4"	216.500	203.600
46560	?	Anomoepus			12429	"United States"	"New Mexico"	Union	36.8942	-103.3509	Triassic	"Triassic 4"	216.500	203.600
46621		Grallator		Grallator	12444	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46622		Eubrontes		Grallator	30910	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46622		Grallator			30910	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46622		Sauropus		Chimaerichnus	30910	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46622		Anchisauripus		Gigandipus	30910	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46622		Grallator			30910	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46622		Argoides		Argozoum	30910	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
46875		Mantellisaurus		Iguanodon	12450	"United Kingdom"	England	"Isle of Wight"	50.635108	-1.41035	Cretaceous	"Cretaceous 2"	130.000	125.000
46875	cf.	Iguanodon			12450	"United Kingdom"	England	"Isle of Wight"	50.635108	-1.41035	Cretaceous	"Cretaceous 2"	130.000	125.000
46875	"n. gen."	Neovenator			12450	"United Kingdom"	England	"Isle of Wight"	50.635108	-1.41035	Cretaceous	"Cretaceous 2"	130.000	125.000
46878	"n. gen."	Monolophosaurus	"n. gen."	Monolophosaurus	13360	China	Xinjiang		44.837215	90.64597	Jurassic	"Jurassic 5"	164.700	161.200
46881		Psittacosaurus			13174	China	"Nei Mongol"		41.166667	106.083333	Cretaceous	"Cretaceous 3"	125.000	112.000
46881	"n. gen."	Alxasaurus			13174	China	"Nei Mongol"		41.166667	106.083333	Cretaceous	"Cretaceous 3"	125.000	112.000
46889		Thecodontosaurus			12453	"United Kingdom"	England	Avon	51.622500	-2.428889	Triassic	"Triassic 4"	203.600	199.600
46889	""""	Palaeosaurus			12453	"United Kingdom"	England	Avon	51.622500	-2.428889	Triassic	"Triassic 4"	203.600	199.600
46903	"n. gen."	Jingshanosaurus			12462	China	Yunnan	Lufeng	25.1330	102.830	Jurassic	"Jurassic 1"	199.600	189.600
46905		Psittacosaurus			12466	China	"Nei Mongol"		39.1203	109.977	Cretaceous		140.200	99.600
46906		Psittacosaurus			13174	China	"Nei Mongol"		39.334	109.977	Cretaceous		140.200	99.600
46907		Psittacosaurus			12466	China	"Nei Mongol"		39.884	108.3395	Cretaceous		140.200	99.600
46929		Psittacosaurus			12466	China	"Nei Mongol"		39.7049	108.735	Cretaceous		140.200	99.600
46931		Psittacosaurus			13174	China	"Nei Mongol"		38.916667	108.083333	Cretaceous		140.200	99.600
46934		Psittacosaurus			13174	China	"Nei Mongol"		39.36	108.41	Cretaceous		140.200	99.600
46934		Psittacosaurus			13174	China	"Nei Mongol"		39.36	108.41	Cretaceous		140.200	99.600
46934	"n. gen."	Sinornithoides		Saurornithoides	13174	China	"Nei Mongol"		39.36	108.41	Cretaceous		140.200	99.600
46951		Troodon		Troodon	12473	Canada	Alberta		50.746637	-111.505225	Cretaceous	"Cretaceous 7"	83.500	70.600
46952	"n. gen."	Chirostenotes	"n. gen."	Aves	18581	Canada	Alberta		50.739815	-111.514618	Cretaceous	"Cretaceous 7"	83.500	70.600
46953		Chirostenotes		Caenagnathus	9243	Canada	Alberta		50.73718	-111.491816	Cretaceous	"Cretaceous 7"	88.3	73.7
46953		Richardoestesia			9243	Canada	Alberta		50.73718	-111.491816	Cretaceous	"Cretaceous 7"	88.3	73.7
46954		Chirostenotes		Caenagnathus	9243	Canada	Alberta		50.7424	-111.4889	Cretaceous	"Cretaceous 7"	88.3	73.7
46956		Chirostenotes		Caenagnathus	9243	Canada	Alberta		50.1313	-111.6937	Cretaceous	"Cretaceous 7"	88.3	73.7
46958		Chirostenotes		Caenagnathus	9243	Canada	Alberta		50.757	-110.172	Cretaceous	"Cretaceous 7"	83.500	70.600
46959		Levnesovia		Gilmoreosaurus	38131	Uzbekistan	"Navoi Viloyat"		42.117293	62.655315	Cretaceous	"Cretaceous 6"	93.500	89.300
46959	?	Alectrosaurus			38131	Uzbekistan	"Navoi Viloyat"		42.117293	62.655315	Cretaceous	"Cretaceous 6"	93.500	89.300
46959	"n. gen."	Caenagnathasia			38131	Uzbekistan	"Navoi Viloyat"		42.117293	62.655315	Cretaceous	"Cretaceous 6"	93.500	89.300
46973		Saurornithoides			12477	China	"Nei Monggol"		41.762276	106.741629	Cretaceous	"Cretaceous 7"	83.500	70.600
46984		Kritosaurus			12486	"United States"	"New Mexico"	"San Juan"	36.2566	-108.1734	Cretaceous		83.500	65.000
46991		Pentaceratops			12486	"United States"	"New Mexico"	"San Juan"	36.3439	-108.842	Cretaceous	"Cretaceous 8"	71.8	71.6
46992	"n. gen."	Alamosaurus		Sauropoda	14568	"United States"	"New Mexico"	"San Juan"	36.3148	-108.307	Cretaceous	"Cretaceous 8"	92.4	92.2
46995	cf.	Struthiomimus			12486	"United States"	"New Mexico"	"San Juan"	36.1548	-107.9236	Cretaceous		83.500	65.000
47009	cf.	Struthiomimus			12486	"United States"	"New Mexico"	"San Juan"	36.2857	-108.1021	Cretaceous		83.500	65.000
47010		Alamosaurus			12486	"United States"	"New Mexico"	"San Juan"	36.3439	-108.1021	Cretaceous	"Cretaceous 8"	92.4	92.2
47012		Ornithomimus		Ornithomimus	12486	"United States"	"New Mexico"	"San Juan"	36.2711	-108.2448	Cretaceous		83.500	65.000
47013	cf.	Struthiomimus			12486	"United States"	"New Mexico"	"San Juan"	36.3002	-108.1913	Cretaceous		83.500	65.000
47029	"n. gen."	Kerberosaurus			24601	"Russian Federation"	Amur		50.251944	127.480278	Cretaceous	"Cretaceous 8"	70.600	65.000
47029		Arkharavia		Sauropoda	24601	"Russian Federation"	Amur		50.251944	127.480278	Cretaceous	"Cretaceous 8"	70.600	65.000
47029		Troodon			24601	"Russian Federation"	Amur		50.251944	127.480278	Cretaceous	"Cretaceous 8"	70.600	65.000
47029	"n. gen."	Amurosaurus			24601	"Russian Federation"	Amur		50.251944	127.480278	Cretaceous	"Cretaceous 8"	70.600	65.000
47031	"n. gen."	Aardonyx		Sauropodomorpha	12502	"South Africa"	"Free State"	Senekal	-28.466389	27.824444	Jurassic	"Jurassic 1"	199.600	189.600
47032		Massospondylus			25375	"South Africa"	"Eastern Cape"	Herschel	-30.566667	27.433333	Jurassic	"Jurassic 1"	199.600	189.600
47032		Massospondylus	?	Plateosauridae	25375	"South Africa"	"Eastern Cape"	Herschel	-30.566667	27.433333	Jurassic	"Jurassic 1"	199.600	189.600
47033		Massospondylus			12503	"South Africa"	"Free State"	Ladybrand	-29.5	27.450000	Jurassic	"Jurassic 1"	199.600	189.600
47034		Edmontosaurus			23425	"United States"	"South Dakota"	Corson	45.5309	-101.6263	Cretaceous	"Cretaceous 8"	82.1	65.3
47034		Tyrannosaurus			23425	"United States"	"South Dakota"	Corson	45.5309	-101.6263	Cretaceous	"Cretaceous 8"	82.1	65.3
47036		Herrerasaurus			12507	Argentina	"San Juan"		-30.136944	-67.877778	Triassic	"Triassic 3"	231.5	229
47057		Minmi			12524	Australia	Queensland		-20.866667	143.583333	Cretaceous	"Cretaceous 4"	112.000	99.600
47058		Muttaburrasaurus			12525	Australia	Queensland		-20.88333	143.8	Cretaceous		112.000	93.500
47059	"n. gen."	Antarctopelta		Ankylosauridae	12528	Antarctica			-63.926667	-57.814167	Cretaceous	"Cretaceous 7"	83.500	70.600
47065		Diplodocus			12534	"United States"	Wyoming	Albany	41.9671	-106.291	Jurassic	"Jurassic 5"	155.700	150.800
47065		Camarasaurus			12534	"United States"	Wyoming	Albany	41.9671	-106.291	Jurassic	"Jurassic 5"	155.700	150.800
47065		Dryosaurus			12534	"United States"	Wyoming	Albany	41.9671	-106.291	Jurassic	"Jurassic 5"	155.700	150.800
47070	"n. gen."	Euhelopus	"n. gen."	Helopus	18021	China	Shandong	Mengyin	35.866667	117.950000			150.800	112.000
47071	"n. gen."	Omeisaurus		Sauropoda	15531	China	Sichuan	Rongxian	29.48333	104.3667	Jurassic		175.600	161.200
47072	?	Omeisaurus		Sauropoda	15531	China	Sichuan		29.5152	104.4081	Jurassic		175.600	161.200
47076	cf.	Omeisaurus			12540	China	Yunnan		32.329167	105.803056	Jurassic		161.200	145.500
47077	cf.	Omeisaurus			12540	China	Yunnan		25.3	103.1475	Jurassic		161.200	145.500
47078	"n. gen."	Kuangyuanpus		Theropoda	12540	China	Yunnan		24.9307	103.1475	Jurassic		175.600	161.200
47081		Lufengosaurus		Gyposaurus	12541	China	Yunnan	Lufeng	25.68333	104.833	Jurassic	"Jurassic 1"	196.500	189.600
47101		Gryposaurus			10628	"United States"	Montana	Pondera	48.472202	-112.358381	Cretaceous		85.800	70.600
47123		Giraffatitan		Brachiosaurus	12585	Tanzania	Lindi		-9.695653	39.231327	Jurassic	"Jurassic 6"	150.800	145.500
47127		Triceratops		Triceratops	12568	Canada	Alberta		51.8919	-113.54	Cretaceous	"Cretaceous 8"	66	65.5
47128		Triceratops	cf.	Triceratops	12569	Canada	Alberta		51.9064	-113.289	Cretaceous	"Cretaceous 8"	66	65.9
47130		Triceratops	cf.	Torosaurus	12570	Canada	Alberta		51.9137	-112.9466	Cretaceous	"Cretaceous 8"	66	65.9
47134		Mamenchisaurus			12571	China	Sichuan		32.366667	106.900000	Jurassic		161.200	145.500
47135	"n. gen."	Cryolophosaurus		Tetanurae	14703	Antarctica			-84.333333	166.450000	Jurassic		199.600	175.600
47135	"n. gen."	Glacialisaurus		Prosauropoda	14703	Antarctica			-84.333333	166.450000	Jurassic		199.600	175.600
47136	"n. gen."	Paralititan			12577	Egypt	"Al Jizah"		28.336389	28.984722	Cretaceous	"Cretaceous 5"	99.600	93.500
47136	cf.	Carcharodontosaurus			12577	Egypt	"Al Jizah"		28.336389	28.984722	Cretaceous	"Cretaceous 5"	99.600	93.500
47137		Giraffatitan		Brachiosaurus	12562	Tanzania	Lindi		-9.704053	39.236460	Jurassic	"Jurassic 6"	150.800	145.500
47138		Dicraeosaurus			12585	Tanzania	Lindi		-9.696665	39.228010	Jurassic	"Jurassic 6"	150.800	145.500
47139		Janenschia		Gigantosaurus	12585	Tanzania	Lindi		-9.694606	39.232331	Jurassic	"Jurassic 6"	150.800	145.500
47140		Tornieria		Barosaurus	12582	Tanzania	Lindi		-9.710123	39.228096	Jurassic	"Jurassic 6"	150.800	145.500
47141		Dicraeosaurus			12603	Tanzania	Lindi		-9.693338	39.232186	Jurassic	"Jurassic 6"	150.800	145.500
47141	?	Giraffatitan	?	Brachiosaurus	12603	Tanzania	Lindi		-9.693338	39.232186	Jurassic	"Jurassic 6"	150.800	145.500
47142		Giraffatitan		Brachiosaurus	12562	Tanzania	Lindi		-9.693981	39.253569	Jurassic	"Jurassic 6"	150.800	145.500
47143		Giraffatitan		Brachiosaurus	12585	Tanzania	Lindi		-9.713026	39.231958	Jurassic	"Jurassic 6"	150.800	145.500
47143		Kentrosaurus			12585	Tanzania	Lindi		-9.713026	39.231958	Jurassic	"Jurassic 6"	150.800	145.500
47144		Kentrosaurus			12560	Tanzania	Lindi		-9.696419	39.237903	Jurassic	"Jurassic 6"	150.800	145.500
47145		Janenschia		Tornieria	12603	Tanzania	Lindi		-9.695831	39.239048	Jurassic	"Jurassic 6"	150.800	145.500
47145		Giraffatitan		Brachiosaurus	12603	Tanzania	Lindi		-9.695831	39.239048	Jurassic	"Jurassic 6"	150.800	145.500
47145		Kentrosaurus			12603	Tanzania	Lindi		-9.695831	39.239048	Jurassic	"Jurassic 6"	150.800	145.500
47146		Kentrosaurus		Kentrurosaurus	18585	Tanzania	Lindi		-9.684436	39.221271	Jurassic	"Jurassic 5"	155.700	150.800
47146	"n. gen."	Dryosaurus	"n. gen."	Dysalotosaurus	18585	Tanzania	Lindi		-9.684436	39.221271	Jurassic	"Jurassic 5"	155.700	150.800
47146		Elaphrosaurus			18585	Tanzania	Lindi		-9.684436	39.221271	Jurassic	"Jurassic 5"	155.700	150.800
47146		Giraffatitan		Brachiosaurus	18585	Tanzania	Lindi		-9.684436	39.221271	Jurassic	"Jurassic 5"	155.700	150.800
47147		Kentrosaurus		Kentrurosaurus	36770	Tanzania	Lindi		-9.711796	39.223773	Jurassic		155.700	145.500
47147		Giraffatitan		Brachiosaurus	36770	Tanzania	Lindi		-9.711796	39.223773	Jurassic		155.700	145.500
47148		Giraffatitan		Brachiosaurus	36770	Tanzania	Lindi		-9.675514	39.229035	Jurassic	"Jurassic 5"	155.700	150.800
47149	"n. gen."	Dicraeosaurus			36770	Tanzania	Lindi		-9.682364	39.229952	Jurassic	"Jurassic 5"	155.700	150.800
47151		Tornieria		Barosaurus	12611	Tanzania	Lindi		-9.679919	39.213797	Jurassic	"Jurassic 5"	155.700	150.800
47151		Giraffatitan		Brachiosaurus	12611	Tanzania	Lindi		-9.679919	39.213797	Jurassic	"Jurassic 5"	155.700	150.800
47151		Ceratosaurus		Labrosaurus	12611	Tanzania	Lindi		-9.679919	39.213797	Jurassic	"Jurassic 5"	155.700	150.800
47151		Dicraeosaurus			12611	Tanzania	Lindi		-9.679919	39.213797	Jurassic	"Jurassic 5"	155.700	150.800
47151	"n. gen."	Kentrosaurus			12611	Tanzania	Lindi		-9.679919	39.213797	Jurassic	"Jurassic 5"	155.700	150.800
47153		Dicraeosaurus			12560	Tanzania	Lindi		-9.681635	39.228346	Jurassic	"Jurassic 5"	155.700	150.800
47153		Janenschia		Gigantosaurus	12560	Tanzania	Lindi		-9.681635	39.228346	Jurassic	"Jurassic 5"	155.700	150.800
47153	"n. gen."	Elaphrosaurus			12560	Tanzania	Lindi		-9.681635	39.228346	Jurassic	"Jurassic 5"	155.700	150.800
47153		Giraffatitan		Brachiosaurus	12560	Tanzania	Lindi		-9.681635	39.228346	Jurassic	"Jurassic 5"	155.700	150.800
47154		Janenschia		Gigantosaurus	26338	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47155		Kentrosaurus		Kentrurosaurus	12560	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47156		Giraffatitan		Brachiosaurus	12560	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47157		Giraffatitan		Brachiosaurus	12560	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47158		Giraffatitan		Brachiosaurus	12560	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47159		Allosaurus			12561	Tanzania	Lindi		-9.704556	39.228419	Jurassic		155.700	145.500
47159		Giraffatitan		Brachiosaurus	12561	Tanzania	Lindi		-9.704556	39.228419	Jurassic		155.700	145.500
47160		Tornieria		Barosaurus	12560	Tanzania	Lindi		-9.704402	39.235405	Jurassic	"Jurassic 6"	150.800	145.500
47161		Giraffatitan		Brachiosaurus	12560	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47181	"n. gen."	Tornieria	"n. gen."	Gigantosaurus	26338	Tanzania	Lindi		-9.709236	39.228429	Jurassic	"Jurassic 6"	150.800	145.500
47182		Dicraeosaurus			12606	Tanzania	Lindi		-9.704402	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47182		Giraffatitan		Brachiosaurus	12606	Tanzania	Lindi		-9.704402	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47183		Dicraeosaurus			36770	Tanzania	Lindi		-9.71695	39.229648	Jurassic	"Jurassic 6"	150.800	145.500
47184		Dicraeosaurus			12606	Tanzania	Lindi		-9.704556	39.228419	Jurassic	"Jurassic 6"	150.800	145.500
47185		Dicraeosaurus			12606	Tanzania	Lindi		-9.710173	39.215563	Jurassic	"Jurassic 6"	150.800	145.500
47185		Dicraeosaurus			12606	Tanzania	Lindi		-9.710173	39.215563	Jurassic	"Jurassic 6"	150.800	145.500
47190	"n. gen."	Yaverlandia	cf.	Proodon	18692	"United Kingdom"	England	"Isle of Wight"	50.665	-1.13	Cretaceous	"Cretaceous 2"	136.400	125.000
47195		Daspletosaurus			12620	"United States"	"New Mexico"	"San Juan"	36.343889	-108.084167	Cretaceous	"Cretaceous 7"	83.500	70.600
47196		Allosaurus		Antrodemus	12622	"United States"	Utah	Emery	38.731667	-111.270556	Jurassic		155.700	145.500
47196		Othnielosaurus	?	Nanosaurus	12622	"United States"	Utah	Emery	38.731667	-111.270556	Jurassic		155.700	145.500
47196	cf.	Camarasaurus			12622	"United States"	Utah	Emery	38.731667	-111.270556	Jurassic		155.700	145.500
47196		Camptosaurus			12622	"United States"	Utah	Emery	38.731667	-111.270556	Jurassic		155.700	145.500
47197		Anchisaurus		Anchisaurus	10620	"United States"	Connecticut	Hartford	41.809764	-72.550733	Jurassic	"Jurassic 1"	199.600	189.600
47197		Anchisaurus		Anchisaurus	10620	"United States"	Connecticut	Hartford	41.809764	-72.550733	Jurassic	"Jurassic 1"	199.600	189.600
47197		Anchisaurus		Anchisaurus	10620	"United States"	Connecticut	Hartford	41.809764	-72.550733	Jurassic	"Jurassic 1"	199.600	189.600
47198		Coelophysis			12624	"United States"	Connecticut	"New Haven"	41.397222	-72.766667	Jurassic	"Jurassic 1"	199.600	196.500
47199	"n. gen."	Anchisaurus	"n. gen."	Megadactylus	23643	"United States"	Massachusetts	Hampden	42.103611	-72.588056	Jurassic	"Jurassic 1"	199.600	189.600
47344		Planicoxa		Camptosaurus	7478	"United States"	"South Dakota"	"Fall River"	43.4416	-103.391	Cretaceous	"Cretaceous 2"	130.000	125.000
47345		Planicoxa		Camptosaurus	17162	"United States"	"South Dakota"	Custer	43.508889	-103.336944	Cretaceous	"Cretaceous 2"	130.000	125.000
47345		Hoplitosaurus		Stegosaurus	17162	"United States"	"South Dakota"	Custer	43.508889	-103.336944	Cretaceous	"Cretaceous 2"	130.000	125.000
47346	"n. gen."	Tenontosaurus			13525	"United States"	Montana	Wheatland	46.3375	-109.6855	Cretaceous	"Cretaceous 4"	100.6	99.7
47346	"n. gen."	Microvenator			13525	"United States"	Montana	Wheatland	46.3375	-109.6855	Cretaceous	"Cretaceous 4"	100.6	99.7
47346		Deinonychus			13525	"United States"	Montana	Wheatland	46.3375	-109.6855	Cretaceous	"Cretaceous 4"	100.6	99.7
47347	?	Tenontosaurus			7478	"United States"	Maryland	Howard	39.169536	-76.787908	Cretaceous	"Cretaceous 3"	125.000	112.000
47362	"n. gen."	Sarcolestes			14154	"United Kingdom"	England	Cambridgeshire	52.560000	-0.238333	Jurassic	"Jurassic 5"	164.700	161.200
47364	"n. gen."	Dracopelta			12698	Portugal	Lisboa	Louriñha	39.56242	-9.415289	Jurassic	"Jurassic 6"	150.800	145.500
47419		Magnoavipes			25566	"United States"	"New Mexico"	"Doña Ana"	31.786944	-106.545	Cretaceous	"Cretaceous 4"	112.000	99.600
47419		Caririchnium			25566	"United States"	"New Mexico"	"Doña Ana"	31.786944	-106.545	Cretaceous	"Cretaceous 4"	112.000	99.600
47420		Dacentrurus		Omosaurus	13120	France	Basse-Normandie		49.6167	-1.65	Jurassic	"Jurassic 5"	155.700	150.800
47421	"n. gen."	Dacentrurus	"n. gen."	Omosaurus	14124	"United Kingdom"	England	Wiltshire	51.551667	-1.795	Jurassic	"Jurassic 5"	155.700	150.800
47422		Loricatosaurus		Dacentrurus	13121	France	Basse-Normandie		49.1333	-0.1667	Jurassic	"Jurassic 5"	164.700	161.200
47423		Dacentrurus		Dacentrurus	12728	France	Basse-Normandie		49.5333	-1.35	Jurassic	"Jurassic 5"	155.700	150.800
47424		Polacanthus		Craterosaurus	12746	"United Kingdom"	England	Sussex	51.167	-0.1333	Cretaceous	"Cretaceous 1"	140.200	136.400
47430	"n. gen."	Lusotitan	"n. gen."	Brachiosaurus	13143	Portugal	Lisboa		39.235833	-9.34	Jurassic	"Jurassic 6"	150.800	145.500
47430		Dacentrurus		Omosaurus	13143	Portugal	Lisboa		39.235833	-9.34	Jurassic	"Jurassic 6"	150.800	145.500
47625		Sarcolestes			12771	"United Kingdom"	England	Cambridgeshire	52.335	-0.84	Jurassic	"Jurassic 5"	164.700	161.200
47626	"n. gen."	Stygimoloch			12772	"United States"	Montana	McCone	47.8767	-106.1984	Cretaceous	"Cretaceous 8"	70.2	69.6
47627		Pachycephalosaurus	"n. gen."	Pachycephalosaurus	12773	"United States"	Montana	Carter	45.7552	-104.9529	Cretaceous	"Cretaceous 8"	70.600	65.000
47628		Pachycephalosaurus			12319	"United States"	"South Dakota"	Corson	45.6683	-101.4807	Cretaceous	"Cretaceous 8"	76.0	70.8
47628	"n. gen."	Edmontonia	"n. gen."	Edmontonia	12319	"United States"	"South Dakota"	Corson	45.6683	-101.4807	Cretaceous	"Cretaceous 8"	76.0	70.8
47628		Pachycephalosaurus		Pachycephalosaurus	12319	"United States"	"South Dakota"	Corson	45.6683	-101.4807	Cretaceous	"Cretaceous 8"	76.0	70.8
47629		Stegoceras		Ornatotholus	12772	Canada	Alberta		50.4077	-110.291	Cretaceous	"Cretaceous 7"	83.500	70.600
47782	cf.	Rhabdodon			25139	France	Languedoc-Roussillon	Hérault	43.492500	3.610000	Cretaceous	"Cretaceous 7"	83.500	70.600
47782		Struthiosaurus		Nodosauridae	25139	France	Languedoc-Roussillon	Hérault	43.492500	3.610000	Cretaceous	"Cretaceous 7"	83.500	70.600
47784		Saurornitholestes			5929	Canada	Alberta		50.791401	-111.624328	Cretaceous	"Cretaceous 7"	79.2	79.0
